,HC05,HC10,HC_start1,SA01,SA025,SA05,SA10,SA25,SA40,SA100,SA_exp,SA_lin,SA_init10,SA_init01
0,1.7659959605892483,1.7659959605892483,2.0459558488055034,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
1,1.762417235500252,1.7659959605892483,1.913925212021534,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
2,1.762417235500252,1.7659959605892483,1.7800204360576606,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
3,1.762417235500252,1.7659959605892483,1.7167713010341474,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
4,1.762417235500252,1.7659959605892483,1.7158720460774712,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
5,1.762417235500252,1.757096987846925,1.7158720460774712,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
6,1.70709957558942,1.6724643568416393,1.638284821062877,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
7,1.70709957558942,1.6724643568416393,1.5085036719623293,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
8,1.70709957558942,1.6724643568416393,1.4518300663445394,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
9,1.6702610131601574,1.6724643568416393,1.4362231040225142,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
10,1.6609871432145416,1.645525485803156,1.4353887322863654,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
11,1.6609871432145416,1.6145357113378456,1.4353887322863654,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
12,1.6609871432145416,1.6145357113378456,1.4353887322863654,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
13,1.6429211592973658,1.6145357113378456,1.4353887322863654,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
14,1.6429211592973658,1.5568179842045375,1.4353887322863654,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
15,1.5814889217895598,1.5568179842045375,1.4342899500096424,2.038328093297521,1.8603637983942103,2.1089990988134595,1.9548711207887177,1.8737011934745669,1.7625250461289492,1.9289139313766812,1.8735106864968634,1.8514764358561937,1.7948619230367162,1.4931303412930481
