,HC05,HC10,HC_start1,SA01,SA025,SA05,SA10,SA25,SA40,SA100,SA_exp,SA_lin,SA_init10,SA_init01,SA20doez,Hc20doez
0,1.0734635202381275,1.0753989198258913,0.320636749846561,0.29215437963312685,0.38459762820255255,0.49183439417224134,1.2875682138769284,0.13130544896920174,1.0787893504119197,1.0736991617033302,1.8395631427851877,1.1934143219339504,0.18462915437135527,1.119612506828032,0.4955968227158276,1.0734084394991754
1,0.7631783636134796,0.23221086227175866,0.5757843087667084,0.2788589220242416,1.2918723920158277,0.45622353501834223,0.9402529484836961,1.7732158757959664,0.11608882074586722,1.7669093629590302,0.1340854514438041,1.3307416127900897,1.081723152310694,0.15448306459392494,1.27222903828838,1.0745937879397964
2,0.42132222941778014,0.3363412438562674,0.41185285791171083,1.58480789080514,1.2908188246008556,0.598770433923032,0.6651575386619755,0.11604263897994856,1.1885990937286304,1.2761271976675623,1.2302214626159333,1.7519021978394713,0.174047949123856,1.2892592062563017,0.45235644348259424,1.074046867367806
3,0.3024603542090113,0.6787791375274763,0.42390881096920807,0.33768833725493835,1.249682404703322,0.753837545785716,0.5812228307365988,1.0766921004248156,1.1275920557596357,1.2899734376286964,0.31341687696901327,1.3393472945354221,1.082972969114021,0.1468447081295049,1.0106253680124453,0.42269764792454334
4,0.6639326305205078,1.0744183261973874,0.3407245732354849,0.288784273266242,0.4954468168275916,1.2826529488720442,1.07415224421641,1.2727553174403385,0.11834160261144629,0.4528697113551626,1.7768052100351828,0.9196689079217777,1.124554800403691,0.12968122733844684,0.5592384514418547,1.0740083821018325
5,0.38288865731447375,0.35885177013832203,1.076435998933237,0.208330819233203,1.288305145264525,0.93750320788751,0.4582793817590384,1.0761284785814842,0.13403961381353566,1.2458256314611704,0.16250705413234437,1.3292311008276743,1.3040463570218808,1.076232629177962,0.45873340436896987,0.5530421899143484
6,0.3665418594597113,0.368067261282348,0.37859382263151264,1.5862136828190254,1.2457958569191843,1.29365444461112,0.4852921543328266,1.1796947900376888,0.20888674398913382,1.0871064696615251,1.2027687454375153,0.2696126424384575,1.2853028331735286,1.0768165393847515,0.36619671726372904,1.073754769513991
7,0.8382362726324084,0.21475789520240057,0.5623059031412084,1.2730542279435086,0.7244185889140502,0.6644491574418532,0.7879641064006926,0.1397651705163354,1.6864811227373961,0.10907632729788629,0.22140661215057322,1.3747686379307533,1.2707924680294,0.1566072751271798,1.7943245951076205,1.0742235490473422
8,0.35078687302793415,1.0740867349809828,0.8160543385913905,0.17134480479822767,1.2907010699077843,1.2467114397419954,0.7526419802689203,1.1758713939911303,1.862203572484867,0.1186059254798415,0.13338525398604592,1.864160805916617,1.075402274002205,0.1436495305023956,0.4072067288425395,0.5269298094089803
9,0.5081732597015304,0.3979446184427711,0.5024151985721892,1.129711341102669,1.2850760556128764,0.4494391641718101,1.0742426069067927,1.0776673656541638,0.10336285298229761,0.26080662907674634,0.17746391769379932,1.9407072726896293,0.17595907566660257,1.2201877300429076,0.4111206052645311,0.4409385781257288
