,SA20doez,HC20doez
0,1.8736416001202665,1.7659959605892483
1,1.8736416001202665,1.7483167317916442
2,1.8736416001202665,1.7483167317916442
3,1.8736416001202665,1.7483167317916442
4,1.8736416001202665,1.7138392912892721
5,1.8736416001202665,1.7138392912892721
6,1.8736416001202665,1.7075208893335712
7,1.8736416001202665,1.7075208893335712
8,1.8736416001202665,1.7075208893335712
9,1.8736416001202665,1.660504428319258
10,1.8736416001202665,1.660504428319258
11,1.8736416001202665,1.6346759505873025
12,1.8736416001202665,1.5786506765423203
13,1.8736416001202665,1.5656424911006146
14,1.8736416001202665,1.5656424911006146
15,1.8736416001202665,1.5656424911006146
16,1.8736416001202665,1.555500765211031
17,1.8736416001202665,1.4936279887750252
18,1.8736416001202665,1.4936279887750252
19,1.8736416001202665,1.4263794819147042
20,1.8736416001202665,1.4263794819147042
21,1.8736416001202665,1.4235255728195455
22,1.8736416001202665,1.4235255728195455
23,1.8736416001202665,1.4235255728195455
24,1.8736416001202665,1.3739837886999406
25,1.8736416001202665,1.3739837886999406
26,1.8736416001202665,1.3739837886999406
27,1.8736416001202665,1.3569883772283617
28,1.8736416001202665,1.2897897038686579
29,1.8736416001202665,1.2785060542102058
30,1.8736416001202665,1.2785060542102058
31,1.8736416001202665,1.2477705014968083
32,1.8736416001202665,1.240947475952254
33,1.8736416001202665,1.2138422468622523
34,1.8736416001202665,1.2138422468622523
35,1.8736416001202665,1.2138422468622523
36,1.8736416001202665,1.2138422468622523
37,1.8736416001202665,1.2121566230462941
38,1.8736416001202665,1.2121566230462941
39,1.8736416001202665,1.1520272260906956
40,1.8596479456448913,1.1520272260906956
41,1.8596479456448913,1.1505011329799653
42,1.8596479456448913,1.1505011329799653
43,1.8596479456448913,1.1505011329799653
44,1.8596479456448913,1.1505011329799653
45,1.8596479456448913,1.1461756182327205
46,1.8596479456448913,1.1461756182327205
47,1.8596479456448913,1.1461756182327205
48,1.8596479456448913,1.1461756182327205
49,1.8596479456448913,1.0965101181481893
50,1.8596479456448913,1.0911170821361493
51,1.8596479456448913,1.0911170821361493
52,1.8596479456448913,1.0911170821361493
53,1.8596479456448913,1.0911170821361493
54,1.8596479456448913,1.0911170821361493
55,1.8596479456448913,1.0881101718147903
56,1.8596479456448913,1.0764568081732757
57,1.8596479456448913,1.0764568081732757
58,1.8596479456448913,1.0764568081732757
59,1.8596479456448913,1.0764568081732757
60,1.8596479456448913,1.0764568081732757
61,1.8596479456448913,1.0764568081732757
62,1.8596479456448913,1.075929493295478
63,1.8596479456448913,1.0754539182431513
64,1.8596479456448913,1.0754539182431513
65,1.8596479456448913,1.0056077510351191
66,1.8596479456448913,1.0056077510351191
67,1.8596479456448913,1.0056077510351191
68,1.8596479456448913,1.0056077510351191
69,1.8596479456448913,1.0056077510351191
70,1.8596479456448913,0.9837275744220483
71,1.8596479456448913,0.9837275744220483
72,1.8596479456448913,0.9837275744220483
73,1.8596479456448913,0.9837275744220483
74,1.8596479456448913,0.9837275744220483
75,1.8596479456448913,0.9837275744220483
76,1.8596479456448913,0.9837275744220483
77,1.8596479456448913,0.9837275744220483
78,1.8596479456448913,0.982651975664952
79,1.8596479456448913,0.982651975664952
80,1.6628018117809948,0.982651975664952
81,1.6628018117809948,0.982651975664952
82,1.6628018117809948,0.982651975664952
83,1.6628018117809948,0.982651975664952
84,1.6628018117809948,0.982651975664952
85,1.6628018117809948,0.982651975664952
86,1.6628018117809948,0.982651975664952
87,1.6628018117809948,0.982651975664952
88,1.6628018117809948,0.982651975664952
89,1.6628018117809948,0.982651975664952
90,1.6628018117809948,0.982651975664952
91,1.6628018117809948,0.982651975664952
92,1.6628018117809948,0.982651975664952
93,1.6628018117809948,0.982651975664952
94,1.6628018117809948,0.9825156441460545
95,1.6628018117809948,0.9825156441460545
96,1.6628018117809948,0.978315333759938
97,1.6628018117809948,0.978315333759938
98,1.6628018117809948,0.9226145717393957
99,1.6628018117809948,0.9226145717393957
100,1.6628018117809948,0.9226145717393957
101,1.6628018117809948,0.9165915282114833
102,1.6628018117809948,0.9165915282114833
103,1.6628018117809948,0.9165915282114833
104,1.6628018117809948,0.9064650123376004
105,1.6628018117809948,0.9064650123376004
